accident_id,county,date,time,latitude,longitude,severity,casualties,vehicles_involved,road_type,lighting,datetime,hour,day_of_week,month,is_weekend,is_rush_hour,accident_severity_index,temperature_mean,precipitation_sum,windspeed_max,population,traffic_index,rain_flag,wind_flag,weather_impact_score,accidents_per_100k_proxy
ACC-000607,Cork,2024-01-26,02:12:00,51.88244924868509,-8.347247200317172,3,2,1,Urban,Daylight,2024-01-26 02:12:00,2,Friday,1,False,0,2.3500000000000005,6.1,0.2,24.2,584000,0.72,0,0,1.791,0.2945205479452055
ACC-000608,Cork,2024-05-09,16:03:00,51.96904112419386,-8.616646847538714,1,1,3,Rural,Daylight,2024-05-09 16:03:00,16,Thursday,5,False,1,1.4000000000000001,12.0,0.0,15.0,584000,0.72,0,0,0.44999999999999996,0.2945205479452055
ACC-000609,Cork,2024-03-28,20:22:00,51.803384722643536,-8.473139796117207,2,1,3,Motorway,Daylight,2024-03-28 20:22:00,20,Thursday,3,False,0,1.9500000000000002,5.8,0.3,16.4,584000,0.72,0,0,1.677,0.2945205479452055
ACC-000610,Galway,2024-04-21,14:02:00,53.17210518180867,-9.007812406392125,2,2,3,Urban,Daylight,2024-04-21 14:02:00,14,Sunday,4,True,0,2.2,11.3,0.0,11.2,292000,0.55,0,0,0.33599999999999997,0.5308219178082193
ACC-000611,Dublin,2023-12-29,08:37:00,53.39273228310224,-6.310430524761003,1,0,3,Rural,Daylight,2023-12-29 08:37:00,8,Friday,12,False,1,1.1500000000000001,6.3,0.0,41.2,1453000,1.0,0,1,2.161,0.13764624913971094
ACC-000612,Kerry,2023-10-11,08:37:00,52.2156286745924,-9.64198356378474,1,1,2,Urban,Daylight,2023-10-11 08:37:00,8,Wednesday,10,False,1,1.2000000000000002,13.0,18.7,12.2,156000,0.42,1,0,8.780999999999999,0.9102564102564101
ACC-000613,Wexford,2023-03-09,03:48:00,52.38056716901861,-6.4675366930930425,1,1,1,Motorway,Daylight,2023-03-09 03:48:00,3,Thursday,3,False,0,1.0,5.0,21.4,29.6,163000,0.46,1,1,11.767999999999999,0.8957055214723927
ACC-000614,Wexford,2025-03-02,18:28:00,52.28467917894056,-6.322678682665535,4,3,3,Motorway,Daylight,2025-03-02 18:28:00,18,Sunday,3,True,1,3.5500000000000003,7.6,0.1,17.5,163000,0.46,0,0,1.1700000000000002,0.8957055214723927
ACC-000615,Dublin,2024-09-21,11:56:00,53.38328702071698,-6.27318988139651,2,2,3,Urban,Daylight,2024-09-21 11:56:00,11,Saturday,9,True,0,2.2,15.0,5.4,23.3,1453000,1.0,1,0,3.129,0.13764624913971094
ACC-000616,Kerry,2023-02-07,09:10:00,52.20997452139571,-9.590671578978412,2,3,3,Motorway,Daylight,2023-02-07 09:10:00,9,Tuesday,2,False,1,2.45,8.2,0.0,10.8,156000,0.42,0,0,0.7740000000000002,0.9102564102564101
ACC-000617,Galway,2023-03-15,01:28:00,53.32390140452437,-9.135652493517336,2,0,2,Urban,Daylight,2023-03-15 01:28:00,1,Wednesday,3,False,0,1.5,7.0,17.8,26.1,292000,0.55,1,1,9.543,0.5308219178082193
ACC-000618,Limerick,2025-08-12,05:09:00,52.621567239537015,-8.705569997999403,1,1,3,Urban,Daylight,2025-08-12 05:09:00,5,Tuesday,8,False,0,1.4000000000000001,20.0,0.0,9.3,210000,0.5,0,0,0.279,0.7142857142857142
ACC-000619,Limerick,2025-10-11,00:52:00,52.62775820233384,-8.579503132370967,3,3,2,Urban,Daylight,2025-10-11 00:52:00,0,Saturday,10,True,0,2.8000000000000003,7.9,0.0,8.7,210000,0.5,0,0,0.7859999999999998,0.7142857142857142
ACC-000620,Cork,2023-06-14,01:51:00,51.84177703923841,-8.516676158963929,1,0,2,Urban,Daylight,2023-06-14 01:51:00,1,Wednesday,6,False,0,0.9500000000000001,18.1,0.8,10.4,584000,0.72,0,0,0.672,0.2945205479452055
ACC-000621,Kilkenny,2024-11-21,18:03:00,52.62966159966089,-7.27706362503365,2,0,2,Motorway,Daylight,2024-11-21 18:03:00,18,Thursday,11,False,1,1.5,0.4,4.2,22.2,103000,0.4,1,0,4.9559999999999995,1.3592233009708736
ACC-000622,Galway,2023-07-26,08:22:00,53.32163195535812,-9.069630130875622,1,1,2,Rural,Daylight,2023-07-26 08:22:00,8,Wednesday,7,False,1,1.2000000000000002,15.8,15.8,24.3,292000,0.55,1,0,7.839,0.5308219178082193
ACC-000623,Dublin,2023-11-15,12:07:00,53.347192961929466,-6.2469840924841415,1,0,2,Rural,Darkness,2023-11-15 12:07:00,12,Wednesday,11,False,0,0.9500000000000001,8.3,0.0,29.3,1453000,1.0,0,1,1.3039999999999998,0.13764624913971094
ACC-000624,Limerick,2024-09-29,20:41:00,52.68605929349638,-8.578511772888598,2,0,2,Urban,Darkness,2024-09-29 20:41:00,20,Sunday,9,True,0,1.5,11.5,8.2,36.5,210000,0.5,1,1,4.785,0.7142857142857142
ACC-000625,Cork,2025-07-08,20:31:00,51.94161729752346,-8.488241698299747,1,1,1,Urban,Daylight,2025-07-08 20:31:00,20,Tuesday,7,False,0,1.0,17.7,0.3,19.4,584000,0.72,0,0,0.717,0.2945205479452055
ACC-000626,Waterford,2023-04-25,21:15:00,52.17870293287339,-6.980117196808017,1,1,1,Urban,Darkness,2023-04-25 21:15:00,21,Tuesday,4,False,0,1.0,6.3,1.1,19.1,127000,0.44,1,0,1.993,1.1338582677165354
ACC-000627,Wexford,2024-10-09,01:20:00,52.32944003074907,-6.447625434844483,3,3,1,Urban,Darkness,2024-10-09 01:20:00,1,Wednesday,10,False,0,2.6000000000000005,11.7,0.1,26.4,163000,0.46,0,1,0.837,0.8957055214723927
ACC-000628,Kilkenny,2025-04-30,01:37:00,52.62563052623437,-7.312461823578071,2,1,2,Urban,Daylight,2025-04-30 01:37:00,1,Wednesday,4,False,0,1.75,15.1,0.0,14.7,103000,0.4,0,0,0.441,1.3592233009708736
ACC-000629,Kilkenny,2023-09-03,23:07:00,52.62024120573432,-7.182149077178203,2,1,2,Motorway,Darkness,2023-09-03 23:07:00,23,Sunday,9,True,0,1.75,15.7,0.0,10.2,103000,0.4,0,0,0.306,1.3592233009708736
ACC-000630,Wexford,2025-04-23,15:59:00,52.35611750104044,-6.478357801703354,1,1,2,Rural,Darkness,2025-04-23 15:59:00,15,Wednesday,4,False,0,1.2000000000000002,9.7,1.1,14.6,163000,0.46,1,0,1.0080000000000002,0.8957055214723927
ACC-000631,Dublin,2024-06-19,22:54:00,53.34452245694113,-6.361189898507771,2,2,2,Rural,Darkness,2024-06-19 22:54:00,22,Wednesday,6,False,0,2.0,12.6,0.0,15.8,1453000,1.0,0,0,0.474,0.13764624913971094
ACC-000632,Wexford,2024-02-01,16:30:00,52.42395140078459,-6.401621472864548,1,0,2,Urban,Daylight,2024-02-01 16:30:00,16,Thursday,2,False,1,0.9500000000000001,5.3,0.0,18.6,163000,0.46,0,0,1.733,0.8957055214723927
ACC-000633,Waterford,2023-12-31,18:11:00,52.29905588902552,-7.2450181364952115,2,4,3,Urban,Daylight,2023-12-31 18:11:00,18,Sunday,12,True,1,2.7,7.1,0.6,29.7,127000,0.44,0,1,1.8860000000000001,1.1338582677165354
ACC-000634,Kerry,2024-01-12,17:20:00,52.26958986367772,-9.726572606889585,3,0,3,Urban,Darkness,2024-01-12 17:20:00,17,Friday,1,False,1,2.25,0.8,0.0,8.9,156000,0.42,0,0,2.5669999999999997,0.9102564102564101
ACC-000635,Kilkenny,2023-06-22,21:50:00,52.6759332202293,-7.198013789035231,1,1,3,Urban,Darkness,2023-06-22 21:50:00,21,Thursday,6,False,0,1.4000000000000001,16.7,0.3,14.9,103000,0.4,0,0,0.5820000000000001,1.3592233009708736
ACC-000636,Dublin,2024-02-24,23:51:00,53.29904193549216,-6.387738036102411,4,0,1,Rural,Darkness,2024-02-24 23:51:00,23,Saturday,2,True,0,2.4000000000000004,5.0,0.2,17.6,1453000,1.0,0,0,1.8679999999999999,0.13764624913971094
ACC-000637,Kilkenny,2025-12-29,11:45:00,52.53711192946082,-7.271380972502966,2,1,2,Rural,Daylight,2025-12-29 11:45:00,11,Monday,12,False,0,1.75,3.7,0.0,14.4,103000,0.4,0,0,2.007,1.3592233009708736
ACC-000638,Wexford,2024-07-22,15:34:00,52.331170115601424,-6.437892408733466,1,1,3,Urban,Darkness,2024-07-22 15:34:00,15,Monday,7,False,0,1.4000000000000001,16.6,1.9,21.9,163000,0.46,1,0,1.512,0.8957055214723927
ACC-000639,Waterford,2025-04-25,19:22:00,52.2396114300712,-7.150749679393255,1,1,2,Rural,Daylight,2025-04-25 19:22:00,19,Friday,4,False,0,1.2000000000000002,11.2,9.2,22.4,127000,0.44,1,0,4.811999999999999,1.1338582677165354
ACC-000640,Kilkenny,2023-09-30,07:25:00,52.60159342146832,-7.324294793587413,2,3,2,Rural,Daylight,2023-09-30 07:25:00,7,Saturday,9,True,1,2.25,13.0,16.5,21.4,103000,0.4,1,0,8.067,1.3592233009708736
ACC-000641,Cork,2024-06-27,03:28:00,51.8823584501264,-8.360619273565113,3,4,2,Urban,Daylight,2024-06-27 03:28:00,3,Thursday,6,False,0,3.0500000000000003,13.5,0.1,26.2,584000,0.72,0,1,0.8310000000000001,0.2945205479452055
ACC-000642,Limerick,2024-11-11,13:13:00,52.73247560032964,-8.578793266187514,1,0,2,Urban,Daylight,2024-11-11 13:13:00,13,Monday,11,False,0,0.9500000000000001,6.0,0.0,9.1,210000,0.5,0,0,1.273,0.7142857142857142
ACC-000643,Dublin,2024-12-05,13:09:00,53.40183090884672,-6.510852385499534,1,1,1,Rural,Darkness,2024-12-05 13:09:00,13,Thursday,12,False,0,1.0,10.0,9.9,31.0,1453000,1.0,1,1,5.385,0.13764624913971094
ACC-000644,Wexford,2023-04-20,00:57:00,52.36524706086132,-6.451115970196215,1,0,3,Urban,Daylight,2023-04-20 00:57:00,0,Thursday,4,False,0,1.1500000000000001,9.5,0.0,25.3,163000,0.46,0,1,0.884,0.8957055214723927
ACC-000645,Limerick,2024-09-16,00:17:00,52.73264266090799,-8.73353654802879,2,0,1,Rural,Daylight,2024-09-16 00:17:00,0,Monday,9,False,0,1.3,14.6,0.0,10.5,210000,0.5,0,0,0.315,0.7142857142857142
ACC-000646,Dublin,2024-10-26,15:33:00,53.389476506532986,-6.402838599928088,1,0,2,Rural,Daylight,2024-10-26 15:33:00,15,Saturday,10,True,0,0.9500000000000001,11.7,0.7,25.1,1453000,1.0,0,1,1.068,0.13764624913971094
ACC-000647,Waterford,2025-12-12,06:12:00,52.15017453385257,-7.230184754689721,1,1,2,Urban,Daylight,2025-12-12 06:12:00,6,Friday,12,False,0,1.2000000000000002,6.0,0.0,18.8,127000,0.44,0,0,1.564,1.1338582677165354
ACC-000648,Dublin,2025-03-23,20:57:00,53.36411456660303,-6.328126523817747,1,2,1,Urban,Darkness,2025-03-23 20:57:00,20,Sunday,3,True,0,1.25,8.8,0.0,27.9,1453000,1.0,0,1,1.1369999999999998,0.13764624913971094
ACC-000649,Dublin,2023-06-05,20:26:00,53.32895412977083,-6.249698449133756,1,0,3,Rural,Daylight,2023-06-05 20:26:00,20,Monday,6,False,0,1.1500000000000001,15.2,0.0,15.6,1453000,1.0,0,0,0.46799999999999997,0.13764624913971094
ACC-000650,Wexford,2024-09-03,15:08:00,52.403523458341446,-6.260221341645764,1,1,2,Urban,Daylight,2024-09-03 15:08:00,15,Tuesday,9,False,0,1.2000000000000002,13.7,0.5,15.6,163000,0.46,0,0,0.693,0.8957055214723927
ACC-000651,Dublin,2024-09-02,14:38:00,53.27876792824161,-6.301724000215837,2,1,1,Urban,Darkness,2024-09-02 14:38:00,14,Monday,9,False,0,1.55,15.7,5.6,16.1,1453000,1.0,1,0,3.003,0.13764624913971094
ACC-000652,Cork,2023-12-07,13:28:00,51.90018899461345,-8.511002117243107,1,2,3,Motorway,Daylight,2023-12-07 13:28:00,13,Thursday,12,False,0,1.6500000000000001,10.2,7.4,27.5,584000,0.72,1,1,4.155,0.2945205479452055
ACC-000653,Cork,2024-10-16,05:05:00,51.92312212216029,-8.513200697521228,1,1,1,Rural,Daylight,2024-10-16 05:05:00,5,Wednesday,10,False,0,1.0,13.9,1.3,16.7,584000,0.72,1,0,1.086,0.2945205479452055
ACC-000654,Galway,2025-05-24,03:22:00,53.23695789702461,-9.137682614936262,4,1,2,Urban,Daylight,2025-05-24 03:22:00,3,Saturday,5,True,0,2.85,15.1,6.7,34.5,292000,0.55,1,1,4.05,0.5308219178082193
ACC-000655,Cork,2023-09-19,10:30:00,51.88235817094436,-8.440522910017867,1,0,2,Urban,Daylight,2023-09-19 10:30:00,10,Tuesday,9,False,0,0.9500000000000001,16.3,5.7,31.7,584000,0.72,1,1,3.516,0.2945205479452055
ACC-000656,Cork,2025-07-30,00:04:00,51.95642052673457,-8.273331481983284,1,0,2,Rural,Daylight,2025-07-30 00:04:00,0,Wednesday,7,False,0,0.9500000000000001,17.9,0.7,18.1,584000,0.72,0,0,0.8580000000000001,0.2945205479452055
ACC-000657,Limerick,2024-10-25,19:17:00,52.54508005998664,-8.55258986017334,1,0,2,Urban,Darkness,2024-10-25 19:17:00,19,Friday,10,False,0,0.9500000000000001,12.7,1.5,22.6,210000,0.5,1,0,1.3530000000000002,0.7142857142857142
ACC-000658,Cork,2025-07-03,03:00:00,51.98484450500917,-8.41698312457845,2,1,2,Rural,Daylight,2025-07-03 03:00:00,3,Thursday,7,False,0,1.75,15.0,0.0,21.2,584000,0.72,0,0,0.636,0.2945205479452055
ACC-000659,Dublin,2024-03-17,09:32:00,53.26252234417784,-6.327616812247571,4,4,3,Motorway,Daylight,2024-03-17 09:32:00,9,Sunday,3,True,1,3.8000000000000003,11.1,0.1,28.2,1453000,1.0,0,1,0.891,0.13764624913971094
ACC-000660,Cork,2025-04-17,13:56:00,51.83628036572048,-8.436989160043538,2,3,3,Urban,Daylight,2025-04-17 13:56:00,13,Thursday,4,False,0,2.45,6.6,1.9,18.9,584000,0.72,1,0,2.2720000000000002,0.2945205479452055
ACC-000661,Limerick,2025-12-11,20:22:00,52.81066816521557,-8.612498301958636,2,3,2,Rural,Daylight,2025-12-11 20:22:00,20,Thursday,12,False,0,2.25,8.5,4.6,37.0,210000,0.5,1,1,3.5549999999999997,0.7142857142857142
ACC-000662,Dublin,2025-12-20,03:26:00,53.41772308203264,-6.289275290724398,4,4,3,Urban,Darkness,2025-12-20 03:26:00,3,Saturday,12,True,0,3.8000000000000003,9.0,2.8,38.6,1453000,1.0,1,1,2.668,0.13764624913971094
ACC-000663,Kilkenny,2023-04-26,20:47:00,52.640012036353134,-7.178503087509681,1,3,3,Urban,Daylight,2023-04-26 20:47:00,20,Wednesday,4,False,0,1.9000000000000001,9.0,0.0,14.8,103000,0.4,0,0,0.694,1.3592233009708736
ACC-000664,Dublin,2025-09-28,23:22:00,53.45023846971626,-6.225598470222844,4,2,2,Urban,Daylight,2025-09-28 23:22:00,23,Sunday,9,True,0,3.1,11.5,0.5,11.5,1453000,1.0,0,0,0.57,0.13764624913971094
ACC-000665,Waterford,2025-06-18,23:46:00,52.36238599977439,-7.129277102282464,2,1,2,Urban,Daylight,2025-06-18 23:46:00,23,Wednesday,6,False,0,1.75,14.8,0.0,15.3,127000,0.44,0,0,0.45899999999999996,1.1338582677165354
ACC-000666,Galway,2023-03-01,20:46:00,53.261486980669794,-9.01455850562444,1,1,2,Rural,Darkness,2023-03-01 20:46:00,20,Wednesday,3,False,0,1.2000000000000002,5.1,0.1,17.8,292000,0.55,0,0,1.8040000000000003,0.5308219178082193
ACC-000667,Limerick,2025-08-21,09:16:00,52.82643280613078,-8.723049355882724,1,0,4,Urban,Daylight,2025-08-21 09:16:00,9,Thursday,8,False,1,1.35,15.0,0.0,8.4,210000,0.5,0,0,0.252,0.7142857142857142
ACC-000668,Dublin,2024-01-01,22:04:00,53.3082748306023,-6.2798298217402095,1,1,2,Rural,Daylight,2024-01-01 22:04:00,22,Monday,1,False,0,1.2000000000000002,7.1,10.4,37.0,1453000,1.0,1,1,6.515000000000001,0.13764624913971094
ACC-000669,Dublin,2023-04-28,20:04:00,53.23942070061185,-6.3789853348841286,1,1,2,Rural,Daylight,2023-04-28 20:04:00,20,Friday,4,False,0,1.2000000000000002,12.4,1.4,17.3,1453000,1.0,1,0,1.149,0.13764624913971094
ACC-000670,Dublin,2025-07-20,08:02:00,53.54228965483499,-6.44215421040969,4,1,4,Motorway,Daylight,2025-07-20 08:02:00,8,Sunday,7,True,1,3.25,16.9,6.6,17.7,1453000,1.0,1,0,3.501,0.13764624913971094
ACC-000671,Dublin,2023-03-02,12:01:00,53.39663246656979,-6.376168627037631,1,1,1,Rural,Daylight,2023-03-02 12:01:00,12,Thursday,3,False,0,1.0,6.6,1.4,24.2,1453000,1.0,1,0,2.206,0.13764624913971094
ACC-000672,Kerry,2023-09-17,23:00:00,52.106611257712814,-9.57369918407494,2,3,3,Urban,Darkness,2023-09-17 23:00:00,23,Sunday,9,True,0,2.45,14.3,0.5,11.5,156000,0.42,0,0,0.57,0.9102564102564101
ACC-000673,Cork,2023-03-22,18:28:00,51.89872232104785,-8.507199781703854,2,1,4,Urban,Daylight,2023-03-22 18:28:00,18,Wednesday,3,False,1,2.1500000000000004,8.0,5.2,31.7,584000,0.72,1,1,3.7910000000000004,0.2945205479452055
ACC-000674,Cork,2025-12-17,01:14:00,51.74977460892595,-8.43013509528273,1,0,2,Rural,Darkness,2025-12-17 01:14:00,1,Wednesday,12,False,0,0.9500000000000001,10.0,12.3,34.4,584000,0.72,1,1,6.567,0.2945205479452055
ACC-000675,Dublin,2023-10-29,07:50:00,53.33096345271513,-6.337594829765795,2,2,3,Urban,Daylight,2023-10-29 07:50:00,7,Sunday,10,True,1,2.2,9.8,3.5,26.7,1453000,1.0,1,1,2.4259999999999997,0.13764624913971094
ACC-000676,Dublin,2024-05-23,15:15:00,53.401642617564455,-6.211761345807062,1,1,2,Rural,Darkness,2024-05-23 15:15:00,15,Thursday,5,False,0,1.2000000000000002,12.0,0.0,32.6,1453000,1.0,0,1,0.978,0.13764624913971094
ACC-000677,Waterford,2023-08-07,08:56:00,52.30157458502346,-7.049032892197472,1,1,1,Urban,Darkness,2023-08-07 08:56:00,8,Monday,8,False,1,1.0,13.5,0.0,17.5,127000,0.44,0,0,0.525,1.1338582677165354
ACC-000678,Limerick,2023-01-07,13:55:00,52.65804993002143,-8.763347016433066,2,2,2,Urban,Daylight,2023-01-07 13:55:00,13,Saturday,1,True,0,2.0,6.7,4.4,32.6,210000,0.5,1,1,3.7830000000000004,0.7142857142857142
ACC-000679,Limerick,2024-12-26,23:23:00,52.71508038518948,-8.802880541518284,2,1,1,Rural,Daylight,2024-12-26 23:23:00,23,Thursday,12,False,0,1.55,9.4,0.1,15.3,210000,0.5,0,0,0.6539999999999999,0.7142857142857142
ACC-000680,Cork,2025-12-23,10:01:00,51.93112843487507,-8.540179504436754,1,0,2,Rural,Darkness,2025-12-23 10:01:00,10,Tuesday,12,False,0,0.9500000000000001,8.0,2.1,19.2,584000,0.72,1,0,2.021,0.2945205479452055
ACC-000681,Dublin,2025-02-13,14:46:00,53.40240985376384,-6.302990739932748,1,1,2,Urban,Daylight,2025-02-13 14:46:00,14,Thursday,2,False,0,1.2000000000000002,5.4,0.0,31.7,1453000,1.0,0,1,2.101,0.13764624913971094
ACC-000682,Kilkenny,2024-10-25,03:58:00,52.69277084532093,-7.287749530629664,2,3,2,Rural,Daylight,2024-10-25 03:58:00,3,Friday,10,False,0,2.25,12.3,2.8,24.2,103000,0.4,1,0,1.986,1.3592233009708736
ACC-000683,Dublin,2025-10-09,00:08:00,53.4483708901312,-6.2319999617302,3,2,2,Urban,Daylight,2025-10-09 00:08:00,0,Thursday,10,False,0,2.5500000000000003,12.6,0.0,21.0,1453000,1.0,0,0,0.63,0.13764624913971094
ACC-000684,Dublin,2024-08-14,10:24:00,53.36720300549983,-6.253940314952684,1,0,2,Urban,Daylight,2024-08-14 10:24:00,10,Wednesday,8,False,0,0.9500000000000001,15.5,0.0,18.1,1453000,1.0,0,0,0.543,0.13764624913971094
ACC-000685,Cork,2023-09-07,10:28:00,51.92022749855656,-8.563700545664899,1,0,1,Urban,Daylight,2023-09-07 10:28:00,10,Thursday,9,False,0,0.75,19.2,0.0,13.7,584000,0.72,0,0,0.411,0.2945205479452055
ACC-000686,Cork,2025-06-23,16:05:00,51.82113988815589,-8.502403121818826,3,1,3,Rural,Daylight,2025-06-23 16:05:00,16,Monday,6,False,1,2.5,15.7,0.2,25.4,584000,0.72,0,1,0.852,0.2945205479452055
ACC-000687,Dublin,2023-10-07,22:37:00,53.33032418624618,-6.3169809189455135,4,3,2,Urban,Daylight,2023-10-07 22:37:00,22,Saturday,10,True,0,3.35,18.7,0.0,24.6,1453000,1.0,0,0,0.738,0.13764624913971094
ACC-000688,Kerry,2024-09-27,22:59:00,52.11123627311207,-9.58878920437637,2,4,3,Urban,Daylight,2024-09-27 22:59:00,22,Friday,9,False,0,2.7,9.4,2.0,21.6,156000,0.42,1,0,1.698,0.9102564102564101
ACC-000689,Waterford,2025-02-27,10:22:00,52.23031048668216,-7.145043644808626,2,0,1,Urban,Daylight,2025-02-27 10:22:00,10,Thursday,2,False,0,1.3,5.0,0.0,25.0,127000,0.44,0,0,2.0,1.1338582677165354
ACC-000690,Galway,2025-06-16,00:04:00,53.30016327628852,-8.953920210825737,1,0,2,Rural,Daylight,2025-06-16 00:04:00,0,Monday,6,False,0,0.9500000000000001,15.7,0.6,32.5,292000,0.55,0,1,1.245,0.5308219178082193
ACC-000691,Cork,2024-05-18,02:59:00,51.83498176392278,-8.642368460212325,4,3,2,Motorway,Darkness,2024-05-18 02:59:00,2,Saturday,5,True,0,3.35,14.2,4.7,18.7,584000,0.72,1,0,2.676,0.2945205479452055
ACC-000692,Kerry,2025-07-26,21:56:00,52.12742614666561,-9.608067907142733,3,2,3,Urban,Darkness,2025-07-26 21:56:00,21,Saturday,7,True,0,2.7500000000000004,15.5,0.7,19.8,156000,0.42,0,0,0.909,0.9102564102564101
ACC-000693,Dublin,2025-10-22,11:50:00,53.27900169910324,-6.276648754922903,1,0,1,Rural,Daylight,2025-10-22 11:50:00,11,Wednesday,10,False,0,0.75,10.0,0.0,17.4,1453000,1.0,0,0,0.5219999999999999,0.13764624913971094
ACC-000694,Waterford,2025-07-28,03:19:00,52.22110584035721,-7.104294153552718,3,3,2,Urban,Darkness,2025-07-28 03:19:00,3,Monday,7,False,0,2.8000000000000003,17.1,0.3,16.5,127000,0.44,0,0,0.6299999999999999,1.1338582677165354
ACC-000695,Galway,2024-12-03,14:59:00,53.3502677442022,-9.204567166873623,1,1,3,Urban,Darkness,2024-12-03 14:59:00,14,Tuesday,12,False,0,1.4000000000000001,5.9,0.6,19.0,292000,0.55,0,0,1.8649999999999998,0.5308219178082193
ACC-000696,Galway,2023-10-14,09:04:00,53.27274947661245,-9.26538924232548,2,2,2,Rural,Daylight,2023-10-14 09:04:00,9,Saturday,10,True,1,2.0,8.8,0.1,20.4,292000,0.55,0,0,0.9569999999999999,0.5308219178082193
ACC-000697,Cork,2024-09-06,08:27:00,51.91225097008705,-8.470322039751519,1,2,2,Urban,Daylight,2024-09-06 08:27:00,8,Friday,9,False,1,1.4500000000000002,17.3,0.0,24.1,584000,0.72,0,0,0.723,0.2945205479452055
ACC-000698,Limerick,2025-11-24,22:25:00,52.6554652912377,-8.558827484082972,3,2,1,Urban,Daylight,2025-11-24 22:25:00,22,Monday,11,False,0,2.3500000000000005,6.7,1.6,28.2,210000,0.5,1,1,2.391,0.7142857142857142
ACC-000699,Cork,2024-04-05,22:06:00,51.90721000682382,-8.49105285415509,2,3,1,Urban,Darkness,2024-04-05 22:06:00,22,Friday,4,False,0,2.0500000000000003,11.5,11.4,38.5,584000,0.72,1,1,6.285,0.2945205479452055
ACC-000700,Cork,2024-11-15,10:14:00,51.97128739502793,-8.396089231721765,1,0,1,Urban,Daylight,2024-11-15 10:14:00,10,Friday,11,False,0,0.75,11.0,0.1,10.5,584000,0.72,0,0,0.36,0.2945205479452055
ACC-000701,Dublin,2025-01-06,21:15:00,53.43890938069627,-6.285566733465586,1,2,1,Rural,Daylight,2025-01-06 21:15:00,21,Monday,1,False,0,1.25,2.3,1.7,30.3,1453000,1.0,1,1,3.599,0.13764624913971094
ACC-000702,Wexford,2024-07-22,06:08:00,52.3293257795636,-6.4624770618130025,1,2,1,Urban,Daylight,2024-07-22 06:08:00,6,Monday,7,False,0,1.25,16.6,1.9,21.9,163000,0.46,1,0,1.512,0.8957055214723927
ACC-000703,Limerick,2023-03-14,18:27:00,52.60159638919448,-8.669153351179126,3,2,2,Urban,Daylight,2023-03-14 18:27:00,18,Tuesday,3,False,1,2.5500000000000003,4.4,2.1,24.7,210000,0.5,1,0,3.086,0.7142857142857142
ACC-000704,Galway,2023-06-16,04:07:00,53.24098508278838,-8.911701114374823,3,3,1,Urban,Darkness,2023-06-16 04:07:00,4,Friday,6,False,0,2.6000000000000005,17.3,14.4,22.2,292000,0.55,1,0,7.146000000000001,0.5308219178082193
ACC-000705,Cork,2024-06-18,22:31:00,51.828882771242405,-8.474612363405909,2,1,3,Rural,Daylight,2024-06-18 22:31:00,22,Tuesday,6,False,0,1.9500000000000002,13.2,0.0,20.4,584000,0.72,0,0,0.612,0.2945205479452055
ACC-000706,Galway,2025-01-30,16:24:00,53.20188223630401,-9.022495742573287,3,1,3,Urban,Daylight,2025-01-30 16:24:00,16,Thursday,1,False,1,2.5,5.0,8.0,36.9,292000,0.55,1,1,5.957,0.5308219178082193
ACC-000707,Cork,2024-10-10,10:18:00,51.89113942673311,-8.485130002697307,1,1,4,Urban,Darkness,2024-10-10 10:18:00,10,Thursday,10,False,0,1.6,7.2,0.0,18.2,584000,0.72,0,0,1.246,0.2945205479452055
ACC-000708,Galway,2025-03-29,11:41:00,53.201423885203695,-9.034253630046512,3,5,2,Rural,Daylight,2025-03-29 11:41:00,11,Saturday,3,True,0,3.3000000000000003,9.6,2.4,33.2,292000,0.55,1,1,2.176,0.5308219178082193
ACC-000709,Limerick,2024-02-03,18:06:00,52.67000742989362,-8.671436197898057,2,1,4,Rural,Daylight,2024-02-03 18:06:00,18,Saturday,2,True,1,2.1500000000000004,9.6,3.8,17.9,210000,0.5,1,0,2.347,0.7142857142857142
ACC-000710,Waterford,2025-06-04,12:05:00,52.21624997466631,-7.129140937830391,2,1,3,Urban,Darkness,2025-06-04 12:05:00,12,Wednesday,6,False,0,1.9500000000000002,11.2,4.2,28.1,127000,0.44,1,1,2.733,1.1338582677165354
ACC-000711,Dublin,2025-07-30,17:37:00,53.425686790823,-6.376055641714048,3,0,3,Urban,Daylight,2025-07-30 17:37:00,17,Wednesday,7,False,1,2.25,17.9,1.4,18.4,1453000,1.0,1,0,1.182,0.13764624913971094
ACC-000712,Dublin,2025-09-17,18:15:00,53.346081967217934,-6.302890227943939,2,3,4,Rural,Darkness,2025-09-17 18:15:00,18,Wednesday,9,False,1,2.6500000000000004,16.6,12.8,31.9,1453000,1.0,1,1,6.7170000000000005,0.13764624913971094
ACC-000713,Kerry,2025-03-16,21:54:00,52.30837079909757,-9.576627887227724,1,0,2,Rural,Darkness,2025-03-16 21:54:00,21,Sunday,3,True,0,0.9500000000000001,5.4,0.0,15.6,156000,0.42,0,0,1.6179999999999999,0.9102564102564101
ACC-000714,Dublin,2023-12-22,20:05:00,53.2526159183713,-6.407155895234168,1,0,1,Motorway,Daylight,2023-12-22 20:05:00,20,Friday,12,False,0,0.75,9.9,0.0,37.6,1453000,1.0,0,1,1.153,0.13764624913971094
